IP Address,Language,Purchase Price
79.37.66.3,es,13.11
56.23.227.136,pt,71.08
194.80.87.24,it,69.11
165.226.129.70,el,42.45
165.184.74.2,en,38.3
201.37.184.10,es,34.97
41.15.220.143,it,71.26
2.216.231.217,fr,55.5
151.79.122.189,pt,5.57
111.5.222.164,it,99.92
43.7.80.218,fr,27.2
180.154.241.161,pt,88.34
185.44.45.133,ru,15.45
32.44.10.38,fr,23.91
129.248.254.235,de,93.78
152.181.160.91,zh,24.54
52.96.60.97,it,67.54
83.99.144.14,pt,66.25
38.172.176.140,el,54.92
119.56.8.111,pt,32.2
76.10.75.48,zh,24.32
28.201.174.63,fr,25.38
207.167.54.143,it,32.45
133.137.246.102,ru,75.04
222.219.18.186,en,61.82
135.247.210.151,zh,58.73
41.40.108.51,el,89.74
178.61.199.172,es,92.8
31.235.168.130,zh,2.36
239.40.23.180,el,36.26
212.28.138.116,fr,60.21
7.41.226.182,es,94.27
203.221.200.249,el,65.67
143.55.223.120,el,22.7
154.235.216.43,it,36.91
224.69.235.96,pt,7.05
60.158.167.82,es,36.83
118.108.33.124,ru,67.05
89.21.73.153,ru,95.84
105.82.123.117,en,6.3
114.202.200.107,zh,56.47
182.28.18.20,el,17.0
102.78.116.58,en,14.12
104.248.117.134,it,76.78
130.218.157.137,ru,3.85
156.221.255.195,ru,23.26
225.35.150.120,it,30.25
136.34.109.251,el,83.15
191.222.172.162,fr,16.38
105.198.120.9,zh,41.38
40.6.138.2,en,26.64
88.60.200.92,ru,62.9
104.105.9.90,it,49.25
206.250.201.173,it,41.71
253.179.121.10,pt,85.63
236.142.208.243,de,93.83
114.6.104.33,de,63.26
121.159.47.126,pt,31.43
191.10.134.170,en,67.73
23.89.202.233,pt,89.75
169.47.2.12,fr,19.14
113.65.56.74,pt,80.48
82.19.102.120,zh,37.53
205.183.202.156,de,88.29
44.81.108.171,el,73.76
88.177.242.7,ru,11.2
94.167.20.2,fr,4.36
207.176.80.4,it,72.78
220.125.144.245,fr,77.16
198.123.74.51,pt,44.78
56.119.185.24,zh,21.06
137.170.124.8,de,66.66
24.74.192.72,en,32.63
9.242.115.173,el,8.92
221.218.78.202,zh,78.14
20.230.192.109,ru,92.46
195.142.53.54,el,43.19
108.131.19.88,de,65.28
53.242.253.68,ru,9.45
128.162.57.170,el,28.12
153.185.126.19,pt,36.15
219.209.155.101,zh,30.95
167.55.73.82,ru,82.29
103.17.89.4,pt,64.64
59.18.67.219,zh,49.49
51.115.237.247,el,4.61
183.92.41.205,pt,52.68
173.177.88.185,en,33.58
121.156.181.27,en,53.89
169.119.69.212,el,83.25
59.146.246.111,en,42.37
240.251.62.191,en,52.38
101.158.52.88,en,20.49
195.223.140.125,en,6.84
229.218.243.108,zh,85.71
111.70.131.81,el,45.06
239.82.226.80,fr,23.66
184.167.133.159,de,98.24
58.225.148.59,ru,68.79
20.150.208.246,ru,11.16
77.71.222.163,ru,47.02
129.150.159.75,de,87.02
28.229.69.144,en,73.69
146.245.216.241,pt,71.23
123.80.120.231,el,17.69
211.179.199.222,pt,80.88
146.154.46.84,es,15.61
242.164.112.167,it,67.69
157.53.205.205,de,7.57
173.187.52.87,es,21.84
111.21.41.165,es,99.88
201.44.57.74,zh,0.21
8.224.172.188,de,30.43
27.234.5.62,fr,76.3
233.146.70.229,pt,14.7
82.91.73.208,pt,9.06
232.81.59.11,it,31.23
28.90.34.131,fr,2.46
39.187.161.231,zh,51.45
175.111.242.18,ru,66.05
175.245.0.234,en,28.49
42.244.61.227,zh,23.17
12.15.164.135,de,95.89
247.89.6.251,en,98.49
210.183.248.91,zh,84.25
29.115.185.234,zh,68.74
151.249.86.197,de,58.19
132.225.165.237,en,65.46
158.118.160.140,fr,64.83
213.196.241.5,ru,93.77
65.85.204.52,es,91.02
172.255.174.178,es,0.14
166.169.37.7,fr,37.75
183.84.169.237,en,31.18
57.13.255.137,es,55.6
21.23.194.143,it,23.36
101.41.237.212,en,27.5
100.186.180.157,ru,40.82
219.239.190.108,en,33.24
111.4.213.212,es,46.17
151.16.89.149,zh,60.04
218.109.0.230,es,82.32
177.117.190.173,it,47.75
4.114.190.147,es,26.22
150.149.119.88,de,54.29
30.148.254.59,fr,32.93
238.168.60.10,de,55.98
26.79.42.107,fr,55.65
103.185.185.42,zh,29.14
226.133.86.54,en,6.66
233.1.135.149,es,10.69
102.200.61.221,el,48.2
2.131.184.132,it,66.38
95.49.184.70,zh,86.69
169.125.173.174,en,92.71
30.228.131.247,es,50.52
192.226.93.234,zh,84.71
244.12.158.151,de,52.93
162.209.12.229,de,49.92
220.175.247.18,it,83.46
231.151.187.50,el,20.49
93.53.108.221,el,77.17
189.100.111.246,ru,50.79
3.101.50.132,pt,94.95
221.227.120.45,de,50.31
193.0.136.226,it,53.58
144.88.180.49,pt,45.87
162.192.64.117,pt,70.17
234.75.137.90,pt,84.65
50.25.169.129,ru,64.46
138.10.219.194,de,27.87
124.82.57.192,en,93.43
72.79.12.76,de,95.0
126.240.163.61,it,48.51
160.151.107.252,it,31.89
25.173.85.165,es,49.79
230.12.60.202,fr,48.6
91.33.127.107,de,39.17
193.10.197.136,es,80.89
229.161.43.226,pt,31.05
40.250.48.82,ru,93.92
40.64.197.39,ru,30.32
252.40.158.217,de,95.72
156.131.203.43,pt,58.59
167.96.214.166,el,38.15
2.84.19.79,it,60.11
96.98.106.28,it,9.41
82.209.47.167,zh,28.42
182.57.171.121,pt,62.24
96.76.187.181,fr,3.25
103.84.27.183,de,15.31
152.29.221.155,de,6.11
62.5.122.163,fr,99.71
110.138.236.78,en,24.32
95.233.83.202,es,41.89
213.143.98.140,en,7.03
42.137.254.141,pt,44.61
64.236.110.67,de,62.17
11.163.93.174,es,70.83
171.253.178.118,zh,31.09
170.60.72.195,zh,89.94
103.204.61.212,ru,68.95
106.194.74.142,it,82.62
97.83.70.217,de,53.88
34.132.65.111,zh,61.46
69.38.207.72,ru,20.11
82.159.250.208,el,64.9
162.158.70.175,el,19.65
148.192.62.188,zh,37.59
179.58.123.228,es,6.24
25.200.26.113,es,78.27
17.8.106.241,el,79.25
16.68.187.94,it,78.9
163.146.198.137,de,2.83
10.247.68.206,ru,63.1
186.185.63.113,de,98.37
187.144.139.206,ru,8.59
179.145.95.106,zh,55.02
130.205.1.206,zh,85.87
218.87.23.251,de,99.69
85.233.157.208,de,77.48
93.212.181.126,es,12.99
32.129.97.102,de,87.91
13.92.160.231,de,26.18
245.151.179.33,fr,93.12
188.70.245.204,es,16.54
222.31.51.227,de,55.81
128.154.215.124,pt,70.04
241.206.208.217,fr,75.22
174.7.34.219,el,66.13
44.243.54.172,it,69.0
243.33.146.115,en,19.37
131.13.153.241,en,31.06
196.146.138.106,fr,21.06
88.79.29.166,pt,68.34
150.147.76.105,es,30.49
163.67.75.38,en,99.51
141.218.83.234,en,24.03
121.122.254.84,fr,32.26
87.62.66.127,es,51.11
211.95.58.25,en,27.27
19.185.81.149,de,89.98
144.204.216.171,pt,51.49
207.151.141.83,de,0.89
115.205.205.22,fr,76.66
63.151.40.55,fr,67.35
176.81.128.96,zh,82.25
135.204.137.34,pt,53.74
73.208.1.209,en,34.47
46.38.8.140,fr,7.16
132.217.36.61,en,46.17
79.74.47.147,de,42.67
223.63.100.176,es,70.04
57.19.111.34,fr,37.76
76.232.156.4,el,64.51
134.220.194.110,es,14.78
67.237.207.47,en,47.36
17.130.124.226,el,91.37
91.222.41.110,es,62.81
76.104.25.62,ru,5.48
77.46.242.81,de,71.01
28.9.17.156,de,78.28
80.96.243.22,es,6.77
57.41.151.125,it,45.24
4.156.249.224,en,31.12
125.137.215.174,zh,95.63
174.76.46.117,pt,19.65
201.102.218.236,es,12.53
246.45.1.63,el,40.19
65.39.195.227,ru,70.56
44.19.95.172,es,36.27
102.179.175.183,es,73.16
215.244.201.181,el,51.58
83.20.33.97,zh,66.14
254.141.240.196,fr,25.02
63.12.164.106,el,84.88
91.177.184.12,it,82.72
230.149.91.138,el,67.43
180.48.200.122,zh,61.24
109.112.8.21,el,52.48
38.177.63.209,pt,36.41
100.204.251.47,el,10.35
127.102.107.180,es,91.7
123.35.200.45,de,61.92
139.72.188.77,it,50.14
73.178.16.50,el,23.36
45.250.37.236,fr,53.11
178.22.247.59,es,78.44
139.160.95.184,de,75.26
240.13.145.20,fr,95.38
120.9.164.119,el,64.74
63.17.253.6,fr,62.25
61.251.159.219,pt,1.27
96.217.82.32,zh,18.7
5.186.46.224,fr,45.27
161.86.208.158,de,16.4
69.15.84.51,es,59.31
5.218.109.210,pt,3.27
55.193.228.167,ru,86.6
252.10.27.248,it,83.45
30.75.71.127,zh,69.75
213.156.194.33,fr,5.6
89.147.74.74,fr,47.31
168.232.56.138,ru,37.79
216.4.157.22,el,6.72
182.119.132.249,es,97.99
159.160.42.227,pt,90.09
51.16.232.164,ru,89.15
95.202.42.42,zh,48.25
107.87.20.27,en,18.12
167.110.121.92,pt,84.68
121.39.212.253,zh,58.39
225.153.247.249,de,68.36
104.189.106.194,pt,18.78
23.148.42.29,fr,41.99
152.131.123.204,es,54.24
70.125.94.24,it,95.01
215.83.120.37,ru,38.85
183.73.34.180,zh,35.24
168.94.114.218,it,38.9
1.88.90.168,es,64.53
120.64.175.7,en,31.47
33.140.70.191,el,49.23
227.107.4.140,it,70.9
220.50.185.128,en,65.07
161.164.18.166,it,0.51
79.153.175.3,el,81.35
121.76.183.188,es,88.96
173.225.91.108,fr,32.85
29.133.20.145,it,8.17
39.74.17.203,fr,68.73
203.91.63.193,de,94.22
69.28.213.224,el,52.49
43.102.168.160,pt,34.71
167.12.46.127,de,23.04
169.132.152.152,el,96.08
30.133.191.250,it,58.7
164.193.94.119,el,44.0
39.15.23.124,el,24.97
41.235.252.85,pt,80.33
170.10.173.191,es,42.33
62.154.0.142,it,30.04
16.187.123.134,de,66.02
59.76.196.233,el,35.86
79.79.68.33,pt,15.41
11.159.198.103,pt,8.09
178.39.117.28,es,49.93
230.139.27.134,en,6.44
220.128.95.225,zh,30.84
207.159.166.49,zh,18.51
108.64.58.202,es,0.07
188.87.254.122,zh,98.54
243.99.208.249,pt,0.49
228.114.240.148,fr,10.06
221.209.31.186,fr,64.07
171.111.93.33,it,30.71
3.134.44.218,en,94.61
45.114.159.172,fr,94.08
222.172.212.7,pt,62.82
241.129.94.216,zh,51.38
19.12.133.24,fr,84.04
137.30.230.242,it,85.23
214.178.134.79,zh,42.8
80.143.225.189,el,84.89
80.28.198.240,de,59.95
150.158.86.76,en,21.58
23.185.62.205,fr,48.36
207.47.211.42,it,1.19
170.234.60.23,el,52.84
192.238.178.18,pt,2.19
172.229.1.59,zh,9.7
105.104.44.69,en,68.03
186.68.162.197,de,73.02
75.145.173.238,pt,54.13
100.110.102.187,zh,42.54
181.11.183.152,it,83.52
58.230.245.199,el,98.78
248.133.224.72,it,61.39
211.31.204.63,ru,54.96
29.53.157.25,zh,17.8
25.96.33.78,ru,59.38
235.79.201.61,zh,76.85
188.244.184.93,de,10.19
241.226.102.199,de,70.57
89.80.82.18,zh,93.34
167.200.247.143,pt,30.03
29.43.117.204,en,19.15
217.174.132.16,es,40.06
63.98.199.239,zh,82.95
89.217.136.199,el,52.57
142.65.149.224,ru,57.29
17.11.114.142,es,46.76
2.103.74.1,es,23.15
215.192.38.179,pt,87.46
31.250.248.23,it,70.64
69.87.157.57,fr,74.73
151.191.145.25,zh,90.3
25.90.28.11,pt,49.73
70.236.25.46,fr,46.78
239.50.119.219,es,14.4
126.240.229.221,fr,39.45
111.168.186.159,zh,9.12
141.97.215.154,el,9.19
155.171.244.125,es,38.04
205.151.250.111,en,49.73
113.105.30.83,es,3.93
66.179.188.15,pt,20.31
45.4.61.159,zh,16.44
70.157.66.253,it,35.17
46.200.111.194,it,68.84
195.158.27.88,zh,49.64
217.146.43.31,de,55.0
184.95.227.82,fr,93.96
115.113.175.153,de,10.75
178.230.43.191,zh,47.06
178.213.23.36,it,95.15
102.189.202.79,de,53.51
107.6.68.146,es,13.27
10.144.58.105,it,30.26
176.237.134.26,el,91.79
156.124.99.208,ru,55.37
76.109.52.199,ru,44.58
23.168.49.195,de,56.53
0.97.94.11,zh,16.32
42.93.239.30,ru,65.75
250.204.159.65,fr,43.15
140.237.254.168,ru,53.93
6.2.91.149,en,36.6
151.83.130.172,fr,50.05
114.99.231.14,de,97.83
52.160.15.114,de,48.04
73.71.193.90,de,29.97
176.52.184.175,pt,57.79
3.111.17.168,fr,7.93
33.50.31.97,ru,74.3
218.108.116.156,es,77.08
247.11.150.233,ru,57.19
42.218.157.52,el,36.48
45.166.140.127,zh,33.04
238.110.217.53,en,1.89
181.78.77.215,it,25.06
53.164.22.207,ru,25.09
203.15.173.138,en,35.2
148.135.173.88,it,78.03
114.212.248.23,fr,6.45
11.132.5.7,zh,42.35
54.53.1.250,it,18.65
54.239.153.254,es,29.24
7.251.17.147,fr,10.56
216.206.80.246,fr,89.0
74.24.11.85,es,42.58
140.126.47.15,ru,51.75
87.50.6.42,fr,81.43
26.62.227.186,it,18.61
125.152.140.192,ru,69.4
25.155.218.202,el,39.8
246.97.99.35,ru,16.49
132.80.163.141,ru,23.88
224.183.81.147,pt,64.14
153.166.216.1,en,50.01
128.133.34.13,fr,27.96
111.192.148.255,it,44.9
153.41.188.19,it,73.43
36.68.3.214,it,26.41
90.54.240.187,el,12.48
16.78.216.70,es,39.08
73.248.49.178,pt,99.89
152.203.206.131,de,16.39
111.51.135.216,fr,78.64
41.241.37.160,fr,52.22
253.31.255.87,es,19.93
71.193.131.41,de,50.35
33.219.235.56,el,28.62
10.83.185.70,en,48.68
241.215.184.234,fr,52.49
242.208.128.53,en,17.02
69.92.84.253,de,0.02
186.13.159.229,es,57.52
182.197.135.14,el,94.49
96.68.8.63,el,8.76
9.62.165.160,es,89.38
79.233.27.15,en,37.62
23.205.40.21,en,94.77
41.88.136.114,fr,64.51
94.35.198.235,pt,95.75
211.215.93.74,it,71.92
13.161.4.23,en,72.67
9.183.97.73,es,72.14
172.106.80.223,ru,18.94
151.253.113.213,en,93.68
203.217.170.207,de,40.38
133.112.158.237,ru,31.13
35.8.59.41,de,85.16
80.17.205.214,fr,3.96
101.187.138.108,ru,21.36
216.0.101.74,fr,4.27
140.52.148.165,zh,11.3
197.170.128.156,en,73.17
248.60.250.56,it,8.57
144.53.144.34,en,67.72
102.120.126.246,ru,34.33
47.100.101.203,pt,77.01
162.52.222.123,pt,30.77
114.7.115.43,es,20.07
221.217.255.107,el,45.9
77.254.240.214,zh,94.29
0.149.55.29,pt,37.93
31.111.27.173,pt,2.51
227.163.208.227,es,20.74
84.222.32.83,es,96.91
94.136.180.68,ru,12.2
106.116.137.23,it,25.71
149.234.103.159,el,13.46
82.173.64.192,de,16.76
141.119.4.30,fr,91.67
231.238.1.29,el,78.22
56.233.4.236,el,40.92
209.16.181.135,es,35.31
57.38.128.3,es,32.22
239.118.224.37,zh,13.87
3.175.108.175,pt,26.61
76.75.229.58,el,96.12
63.213.56.246,it,46.38
142.81.232.195,ru,94.66
209.80.12.222,zh,88.83
43.118.74.210,fr,65.74
10.251.21.5,es,12.22
93.98.44.33,es,22.58
253.121.89.165,es,68.99
234.80.103.31,zh,36.24
96.14.44.252,de,63.96
209.52.47.148,el,73.24
137.176.180.182,pt,34.57
68.0.59.245,en,74.61
182.183.100.224,en,61.7
154.47.235.178,de,17.09
209.159.75.15,ru,44.25
139.135.56.63,es,75.12
162.38.129.79,fr,50.32
28.178.126.216,it,64.4
205.129.185.61,it,31.45
238.30.207.183,en,84.97
174.134.138.231,es,60.2
189.38.90.44,fr,71.33
3.224.14.137,pt,6.85
21.209.77.126,en,95.6
123.16.127.37,ru,55.83
57.82.65.129,es,80.24
199.236.78.141,es,63.89
205.144.62.77,en,0.35
240.252.54.137,fr,71.37
32.120.131.152,en,11.23
130.229.195.164,ru,10.91
238.52.77.87,it,7.33
236.146.69.131,it,91.34
192.32.182.54,es,17.29
200.87.212.189,de,61.49
122.62.20.172,it,24.99
84.176.10.152,fr,2.05
174.173.35.139,ru,65.13
109.33.171.234,zh,77.44
149.178.119.210,pt,70.26
218.72.16.130,ru,21.54
227.91.217.165,el,17.01
83.126.92.18,zh,87.62
145.63.101.23,el,68.28
117.50.139.207,pt,58.91
249.202.137.195,es,80.37
107.182.233.18,el,6.13
223.47.177.174,it,0.0
229.119.111.164,zh,89.54
83.195.38.80,es,21.97
100.59.220.165,es,93.8
255.25.98.58,ru,64.36
162.217.232.204,zh,80.71
152.175.56.240,pt,63.04
7.223.167.41,es,91.47
69.150.135.181,fr,48.1
216.147.23.91,en,72.01
176.155.137.95,es,7.36
215.192.120.251,es,6.16
204.187.73.57,de,36.26
98.179.140.231,en,18.26
244.157.243.197,de,99.36
220.39.1.223,it,79.31
233.116.57.43,ru,79.64
164.3.214.50,es,68.57
234.111.77.241,pt,41.99
24.12.166.182,es,61.7
111.33.196.162,it,48.96
51.132.24.17,it,41.71
133.142.228.149,zh,30.8
97.222.200.72,ru,63.37
234.141.8.32,zh,6.47
132.195.13.100,fr,85.76
40.248.47.71,de,59.84
11.186.169.113,en,22.09
160.222.52.202,zh,84.57
136.110.183.94,pt,65.35
156.56.128.88,zh,56.33
65.25.162.10,fr,40.18
197.75.252.104,fr,92.51
189.31.221.211,it,17.17
3.208.162.73,el,59.06
242.138.251.148,de,96.56
228.242.82.129,it,72.87
15.84.252.246,fr,46.5
169.138.86.128,el,54.03
219.86.217.70,it,69.19
109.167.54.152,el,9.21
63.108.190.123,ru,0.43
55.97.211.190,it,73.73
70.16.247.224,el,52.09
187.214.120.203,zh,24.41
94.248.92.252,el,13.89
177.33.10.154,de,55.36
230.101.9.248,pt,53.99
42.191.187.35,es,20.65
193.77.18.47,it,80.12
211.236.19.53,es,6.76
233.64.90.167,de,92.61
156.102.54.201,pt,84.12
1.133.55.220,ru,89.87
95.168.196.100,de,61.85
76.83.100.235,es,59.47
220.140.148.67,it,32.0
166.119.211.105,es,27.61
4.53.244.165,pt,15.79
212.2.227.232,it,13.23
232.121.242.36,el,8.47
46.12.218.71,es,5.72
193.124.101.133,it,0.45
139.198.167.17,ru,63.92
28.164.65.247,zh,42.7
80.224.86.77,ru,78.69
180.81.61.252,it,50.78
132.224.204.20,fr,13.81
165.251.15.57,de,44.43
228.120.74.249,pt,11.52
136.209.200.184,de,4.59
65.112.249.82,el,6.67
106.29.86.240,zh,91.59
66.219.70.232,pt,19.61
176.251.221.181,pt,97.75
73.2.159.98,zh,76.58
111.90.217.212,fr,63.09
167.87.35.124,en,34.85
157.145.187.140,el,51.63
220.17.119.205,pt,93.87
125.101.230.15,it,56.53
255.206.70.18,es,4.98
125.41.250.165,fr,90.76
24.83.224.45,fr,2.97
153.239.1.140,ru,34.91
144.206.52.107,ru,11.64
200.223.143.18,el,38.62
178.25.14.177,zh,92.4
191.69.141.205,pt,88.88
206.112.116.52,pt,12.69
127.78.159.251,ru,39.3
29.254.171.24,pt,63.99
155.230.23.72,pt,93.57
35.90.82.230,zh,47.37
151.45.136.168,pt,36.76
107.98.17.153,el,61.29
92.104.15.117,zh,61.64
51.162.28.101,fr,16.81
247.54.122.102,ru,31.27
229.59.85.210,en,26.53
13.202.116.91,de,59.55
9.88.72.65,es,9.57
229.166.90.137,de,19.91
156.100.53.243,ru,72.53
168.247.241.34,fr,30.13
211.162.247.129,pt,63.62
169.125.60.51,es,77.83
217.129.42.188,es,17.42
238.41.231.116,ru,49.7
31.15.185.204,el,52.42
45.224.54.60,it,27.9
190.232.182.169,en,46.04
16.40.179.5,es,72.93
199.214.67.53,fr,35.92
162.89.149.68,pt,50.91
197.183.225.180,ru,46.27
77.85.103.50,fr,29.07
226.54.75.235,pt,16.6
19.243.114.48,en,1.13
14.174.222.225,es,15.55
243.57.106.172,es,40.52
178.27.79.214,fr,18.9
102.115.56.90,el,97.4
203.210.193.18,ru,44.91
87.125.89.103,el,52.32
46.138.162.245,en,20.98
84.67.79.169,pt,19.66
128.255.179.93,el,10.39
129.127.197.14,en,29.83
144.170.99.172,zh,36.21
117.159.157.234,pt,3.96
181.130.165.247,es,14.83
194.4.151.134,es,17.96
206.235.134.213,de,38.97
35.155.149.46,it,36.85
144.151.87.214,it,52.93
49.215.40.73,es,14.6
200.20.200.57,el,47.74
223.243.106.68,el,39.2
67.255.251.82,zh,54.57
174.157.118.221,ru,35.93
86.244.30.150,fr,19.46
68.25.16.159,de,42.55
40.12.31.67,el,98.73
60.253.229.46,it,34.6
120.234.69.59,pt,66.1
115.97.173.142,it,85.97
36.185.23.182,en,86.24
227.126.134.169,fr,87.46
39.189.23.84,en,22.62
136.169.178.239,ru,53.26
227.59.150.208,es,4.16
214.77.81.64,zh,9.46
230.37.176.77,fr,39.34
82.144.169.9,ru,4.75
94.172.47.208,fr,57.82
70.134.71.87,pt,10.66
16.111.192.88,es,53.53
140.172.227.241,de,15.87
250.172.159.172,fr,55.62
44.84.85.166,el,85.09
9.187.112.69,it,21.09
139.137.235.245,zh,69.56
1.187.121.237,fr,94.56
58.70.152.182,el,99.69
215.135.88.233,es,92.18
116.217.197.157,pt,40.0
141.159.51.243,pt,75.77
82.175.198.193,ru,64.54
12.57.142.220,zh,10.3
100.38.210.88,de,50.26
133.217.44.222,ru,93.71
12.55.14.246,zh,46.12
78.161.243.132,it,32.36
217.22.217.188,zh,92.92
119.158.1.165,zh,70.53
94.131.241.202,pt,44.99
161.79.117.85,en,29.95
230.247.103.213,fr,29.53
181.15.14.59,el,12.7
196.106.50.108,en,6.6
222.150.76.225,el,59.14
64.141.123.171,es,47.65
206.253.86.118,pt,35.83
35.113.65.26,el,56.7
51.16.17.218,en,83.54
91.235.217.136,en,19.78
214.253.73.206,es,43.71
172.167.220.40,el,25.83
204.187.174.244,pt,48.21
21.38.6.109,zh,3.37
100.208.164.233,de,81.25
172.25.1.80,es,10.92
34.92.7.225,zh,58.2
84.120.108.144,es,76.46
127.165.17.222,it,3.49
19.126.14.139,fr,30.24
212.21.149.68,zh,72.69
47.160.82.78,pt,73.43
254.43.162.162,es,59.02
134.30.243.197,zh,42.05
185.1.249.160,de,37.68
72.23.70.43,fr,55.46
161.162.101.178,de,99.9
223.233.230.246,fr,98.25
166.23.229.20,en,39.59
225.59.125.36,pt,84.91
123.79.167.162,en,28.92
172.91.99.140,fr,3.2
182.139.106.76,es,63.37
132.169.232.17,de,81.02
155.201.22.180,de,99.15
204.251.63.133,pt,52.77
201.156.53.21,de,70.21
216.186.247.31,zh,87.72
246.163.250.244,pt,28.9
35.237.247.163,de,89.03
148.143.50.200,pt,18.04
38.137.211.136,ru,63.34
38.73.209.142,pt,66.72
158.89.115.56,en,34.98
133.193.204.111,zh,34.14
54.150.107.145,el,68.74
192.63.95.85,el,41.83
136.162.64.29,de,5.36
156.61.106.75,ru,36.02
39.154.203.91,es,11.1
73.18.202.113,zh,19.04
110.220.48.44,zh,97.4
243.136.136.166,es,95.37
235.227.114.243,zh,92.41
188.199.111.42,ru,84.65
181.66.242.101,it,23.12
81.202.253.212,en,3.28
29.93.129.195,el,71.16
41.185.119.169,el,78.9
59.142.10.244,es,29.32
187.102.22.247,de,81.94
44.254.221.63,it,28.55
23.104.5.14,el,34.94
33.10.138.43,en,33.18
253.105.40.187,de,15.45
108.92.224.89,ru,62.11
31.65.248.67,fr,96.0
185.147.234.57,pt,62.23
121.156.200.198,el,77.4
128.152.50.187,en,98.82
88.205.16.182,ru,98.65
85.223.55.131,fr,45.03
89.137.128.152,fr,25.9
106.131.15.186,es,48.35
40.129.66.45,es,46.62
11.193.82.162,ru,15.34
166.221.194.40,de,12.65
164.201.190.224,it,20.13
35.255.29.221,it,34.46
200.166.13.52,el,76.73
89.244.230.139,el,46.28
213.63.87.102,zh,63.0
102.4.133.95,fr,90.78
129.248.35.127,de,85.57
118.136.146.239,en,82.74
238.162.176.163,pt,24.63
144.94.130.75,zh,70.64
219.17.24.51,pt,30.48
1.0.40.13,pt,55.85
188.54.198.54,es,83.02
40.16.96.237,fr,70.46
224.61.93.153,it,3.41
28.194.39.48,es,0.9
78.234.230.196,zh,1.23
217.6.209.176,de,24.29
114.229.132.165,it,34.09
202.216.53.137,it,22.58
183.4.176.194,ru,63.39
121.73.14.90,fr,90.0
251.203.1.206,zh,62.29
43.8.59.168,el,44.29
199.23.240.208,ru,31.09
233.147.79.130,es,46.72
218.145.23.150,en,70.83
137.27.139.41,el,46.38
101.235.73.160,fr,28.1
97.96.67.194,it,85.2
70.214.87.85,de,65.16
228.109.62.172,de,82.69
240.166.67.140,en,3.88
206.126.183.232,it,65.47
182.182.233.132,en,6.97
197.165.154.51,de,39.45
133.139.174.166,it,79.16
235.159.100.51,fr,53.53
65.36.238.204,zh,51.5
206.79.106.122,ru,32.38
9.165.76.118,ru,46.78
214.135.28.138,el,91.06
41.129.251.167,it,45.93
106.190.12.152,pt,48.56
215.58.111.197,en,41.2
145.74.96.39,fr,26.57
54.46.192.136,en,15.57
198.152.152.127,de,83.04
172.207.190.185,fr,40.42
24.175.144.228,zh,75.57
227.218.55.59,pt,31.61
108.126.80.29,el,74.97
245.203.186.23,es,83.75
39.106.211.2,fr,10.88
119.215.6.62,pt,54.51
63.78.75.54,es,62.98
58.59.146.78,zh,39.01
107.84.188.64,zh,1.05
76.94.149.175,el,6.46
104.233.175.80,es,52.1
66.63.184.31,de,77.16
6.60.103.123,de,49.73
46.17.106.100,de,82.41
208.132.17.78,pt,88.12
180.21.169.146,pt,34.85
112.248.250.126,el,43.91
205.131.233.186,es,34.28
218.246.53.231,pt,15.41
185.28.216.228,de,68.69
108.228.112.36,de,56.12
106.169.60.124,el,72.85
165.13.205.165,es,61.58
185.146.77.79,de,7.45
122.101.242.161,zh,80.77
159.69.154.134,el,60.21
32.182.173.17,es,34.66
108.167.81.248,fr,18.97
234.251.15.178,es,15.56
39.90.109.94,zh,11.64
207.234.50.66,de,89.03
37.67.192.187,de,4.27
214.49.89.253,en,44.77
35.98.78.187,it,33.73
121.117.4.34,pt,49.67
218.11.148.18,zh,81.32
103.126.161.31,it,33.3
182.103.168.206,pt,99.56
7.180.17.194,fr,97.74
82.147.102.115,zh,21.39
40.146.27.55,de,77.57
233.198.12.81,it,57.82
204.212.197.68,pt,40.17
224.168.37.207,de,48.75
54.110.79.46,fr,53.98
166.147.233.129,fr,71.05
204.88.76.40,ru,78.69
205.210.76.63,el,23.28
56.231.48.81,ru,0.29
42.162.175.106,zh,29.11
221.180.182.253,fr,10.13
185.249.92.126,fr,27.7
3.166.187.35,ru,56.6
75.59.37.250,fr,65.66
207.146.209.58,en,34.91
66.199.246.218,ru,75.38
137.163.27.211,ru,97.64
133.12.57.29,fr,91.56
33.24.69.48,ru,4.73
131.57.151.250,de,8.86
194.203.131.195,pt,89.43
19.12.175.194,el,82.95
5.181.105.245,de,44.97
83.9.237.43,fr,26.82
20.30.23.194,el,60.58
98.116.237.6,en,22.05
188.244.55.175,it,24.76
136.145.116.121,en,57.66
212.208.61.241,fr,75.08
197.5.215.108,es,79.09
63.41.0.28,de,69.88
104.214.245.32,it,86.92
227.170.239.215,pt,96.94
22.228.75.120,el,39.3
6.12.112.207,en,84.77
12.245.108.230,fr,53.13
35.171.98.55,it,10.08
25.71.55.49,it,42.16
41.156.247.49,es,29.02
41.249.70.126,es,66.2
168.100.207.245,es,98.96
128.229.41.0,de,69.31
90.184.157.20,es,61.55
8.213.20.177,zh,24.04
85.203.111.70,ru,72.83
21.101.215.90,el,66.76
30.2.188.232,zh,29.41
240.200.104.185,ru,46.58
253.107.143.89,pt,14.0
41.206.83.138,pt,50.89
174.66.168.136,fr,44.12
249.112.111.82,pt,30.4
50.111.66.57,zh,18.82
46.113.85.160,it,60.19
249.127.180.212,ru,52.05
223.248.208.243,fr,2.89
